text,label,clean_text
COVID-19: 'Digestive symptoms are common',1,covid digestive symptoms common
What It’s Like to Be Immunocompromised During the COVID-19 Outbreak,1,like immunocompromised covid outbreak
"Orthopedic Surgeon, Mayor Team Up on COVID-19 Response",1,orthopedic surgeon mayor team covid response
CDC: Separate Moms With Coronavirus From Newborns,1,cdc separate moms coronavirus newborns
The Road Ahead With COVID-19,1,road ahead covid
Can COVID-19 Damage Your Heart? Here’s What We Know,1,covid damage heart heres know
"ÒShands Hospital of Gainesville, Florida, has confirmed its first case of coronavirus.Ó",0,shands hospital gainesville florida confirmed first case coronavirus
Gargling salt water and vinegar will kill the virus.,0,gargling salt water vinegar kill virus
"If You’re Pregnant, Here’s What to Know About the Coronavirus",1,youre pregnant heres know coronavirus
Wisconsin Governor Tony Evers is Òpushing firearm confiscation orders.Ó,0,wisconsin governor tony evers pushing firearm confiscation orders
ÒHair weave and lace fronts manufactured in China may contain the coronavirus.Ó,0,hair weave lace fronts manufactured china may contain coronavirus
Trending Clinical Topic: PPE,1,trending clinical topic ppe
COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.,0,covid scripted narrative justify closed borders force residents remain home
Households Living in Close Quarters,1,households living close quarters
"Coronavirus Social: Babies Shouldn't Wear Masks, Experts Warn",1,coronavirus social babies shouldnt wear masks experts warn
"Radiology, Engineering investigating ways to help Mayo Clinic during COVID-19 response",1,radiology engineering investigating ways help mayo clinic covid response
How Donating Your Plasma Can Help Others During the COVID-19 Pandemic,1,donating plasma help others covid pandemic
"'You Are the Heroes,' Comedians Tell Clinicians",1,heroes comedians tell clinicians
All baby formula providers are shipping formula for free during the coronavirus outbreak.,0,baby formula providers shipping formula free coronavirus outbreak
FAQs for Law Enforcement Agencies and Personnel,1,faqs law enforcement agencies personnel
"Coronavirus Daily Digest: March 20, 2020",1,coronavirus daily digest march
Got Questions About Social Distancing? These Experts Have Answers,1,got questions social distancing experts answers
Coronavirus: Virological Findings from Patients Treated in a Munich Hospital,1,coronavirus virological findings patients treated munich hospital
Assessing & Managing Risk Based on Different Exposures to COVID-19,1,assessing managing risk based different exposures covid
Helicopters are spraying disinfectants to stop the spread of coronavirus.,0,helicopters spraying disinfectants stop spread coronavirus
News photo from stay-at-home protest was doctored to add Confederate flag.,0,news photo stayathome protest doctored add confederate flag
"Beaches, Lakes, Pools: Is COVID-19 in the Water?",1,beaches lakes pools covid water
Russian President Putin released 500 lions onto the streets to keep people indoors.,0,russian president putin released lions onto streets keep people indoors
Individual Response to COVID-19 'as Important' as Government Action,1,individual response covid important government action
Doctors Now Can Work Across State Lines in COVID-19 Crisis,1,doctors work across state lines covid crisis
Have the Public Health Restrictions Gone Too Far for COVID-19?,1,public health restrictions gone far covid
Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers,1,percentage visits ili age group reported subset ilinet providers
Did genetic mutations cause the coronavirus to become more dangerous.,0,genetic mutations cause coronavirus become dangerous
NIH begins study to quantify undetected cases of coronavirus infection,1,nih begins study quantify undetected cases coronavirus infection
California Still Setting COVID Death Records,1,california still setting covid death records
"The federal government is Òpreparing to mobilize the national guard,Ó Òdispatch them across the US with militaryÓ and Òannounce a nationwide 1 week quarantine for all citizens.Ó",0,federal government preparing mobilize national guard dispatch across us military announce nationwide week quarantine citizens
What Your Social Media Posts Say About Your Stress Level Right Now,1,social media posts say stress level right
"In 2007, ÒThe SimpsonsÓ predicted Tom Hanks would contract coronavirus in 2007.",0,simpsons predicted tom hanks would contract coronavirus
Exposing a Virus's Hiding Place Reveals New Potential Vaccine,1,exposing viruss hiding place reveals new potential vaccine
President Trump did sign a 5G bill but exposure effects are misleading.,0,president trump sign g bill exposure effects misleading
Why a Flu Shot Is Essential for People with Heart Disease,1,flu shot essential people heart disease
U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI,1,us outpatient influenzalike illness surveillance network ilinet overall percentage visits ili
New coronavirus stable for hours on surfaces,1,new coronavirus stable hours surfaces
Fauci: Don't Count on Summer Driving Virus Away,1,fauci dont count summer driving virus away
Photo shows a man wearing a Ògovernment issued Saint Laurent hazardous materials suit.Ó,0,photo shows man wearing government issued saint laurent hazardous materials suit
Trending Clinical Topic: Cancer and COVID-19,1,trending clinical topic cancer covid
COMMENTARY: We Can't Ignore the Harms of Social Distancing,1,commentary cant ignore harms social distancing
ÒBill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus Ð in simulation ran 3 months agoÓ,0,bill melinda gates foundation others predicted million deaths via coronavirus simulation ran months ago
"Sidewalk Chalk, Music, and Teddy Bears: How People Are Lifting Others’ Spirits During COVID-19",1,sidewalk chalk music teddy bears people lifting others spirits covid
Stop the Spread of Rumors,1,stop spread rumors
COVID-19 and kids: Why understanding the impact on children is crucial,1,covid kids understanding impact children crucial
"Coronavirus Daily Digest: April 8, 2020",1,coronavirus daily digest april
Music Icon John Prine Dies from Coronavirus,1,music icon john prine dies coronavirus
Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak,1,rural america could region hardest hit covid outbreak
OSHA Guidance on Preparing the Workplace for COVID-19 (2020),1,osha guidance preparing workplace covid
COVID-19 Can Have Serious Effects on People with Mental Health Disorders,1,covid serious effects people mental health disorders
Why You Might Want to Think Twice Before Making Your Own Hand Sanitizer,1,might want think twice making hand sanitizer
"Azithromycin: Side Effects, dosage, COVID-19 (under study)",1,azithromycin side effects dosage covid study
COVID-19 a Reminder of the Challenge of Emerging Infectious Diseases,1,covid reminder challenge emerging infectious diseases
Fox News won Pulitzer for coronavirus coverage.,0,fox news pulitzer coronavirus coverage
"Viral pneumonia: Symptoms, causes, and treatment",1,viral pneumonia symptoms causes treatment
Deaths blamed on coronavirus are actually due to the flu.,0,deaths blamed coronavirus actually due flu
Clues to COVID-19 Coronavirus's Vulnerability Emerge from an Antibody Against SARS,1,clues covid coronaviruss vulnerability emerge antibody sars
Drug Meant for Ebola May Also Work Against Coronaviruses,1,drug meant ebola may also work coronaviruses
ÒBill Gates told us about the coronavirus in 2015.Ó,0,bill gates told us coronavirus
The Obama administration ÒdidnÕt do anything aboutÓ swine flu.,0,obama administration didnt anything swine flu
ÒSame little boy died of COVID-19 in three different countries. Still donÕt believe the media is #fakenews?Ó,0,little boy died covid three different countries still dont believe media fakenews
COVID-19 Forecasts for the United States,1,covid forecasts united states
California Creates Relief Fund for Immigrants,1,california creates relief fund immigrants
"Protective masks can be effectively disinfected at home, study",1,protective masks effectively disinfected home study
ID Specialist Diagnosed With COVID-19 in 'Ironic Twist',1,id specialist diagnosed covid ironic twist
A video argues that the pandemic could have resulted from the accidental or intentional release of either a natural virus under study or an artificial virus that was bioengineered (manmade).,0,video argues pandemic could resulted accidental intentional release either natural virus study artificial virus bioengineered manmade
Coronavirus and NSAIDs: What Experts Say,1,coronavirus nsaids experts say
COVID-19: TB vaccine to be trialed in healthcare staff,1,covid tb vaccine trialed healthcare staff
Oncologists Need to Advocate for Scarce COVID-19 Resources: ASCO,1,oncologists need advocate scarce covid resources asco
"""CDC Response Corps to Support State, Tribal, Local, and Territorial Health Departments""",1,cdc response corps support state tribal local territorial health departments
Standard Methods Rid Hospital Rooms of Coronavirus,1,standard methods rid hospital rooms coronavirus
How to Talk to Your Kids About the COVID-19 Outbreak,1,talk kids covid outbreak
Testing for COVID-19,1,testing covid
COVID-19 and COPD: Risks and precautions,1,covid copd risks precautions
Roche has developed a COVID-19 vaccine.,0,roche developed covid vaccine
